DATE PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range
20061204 37 -1.4 2.5 -5.4 0.9 0 7.9
20061205 70 2.4 6.6 -0.4 3.1 0 7.0
20061206 91 3.2 6.9 -0.6 4.5 0 7.5
20061207 94 5.0 7.4 3.5 8.9 1.0 3.9
20061208 32 6.6 9.1 4.0 8.9 2.5 5.1
20061209 26 2.5 5.9 -1.2 5.5 2.5 7.1
20061210 27 -0.4 3.7 -3.5 2.5 0 7.2
20061211 46 1.8 6.0 -2.0 4.9 0 8.0
20061212 77 5.2 9.5 1.2 6.1 0 8.3
20061213 107 5.7 9.8 3.5 5.5 0 6.3
20061214 69 3.3 6.1 1.1 4.1 0 5.0
20061215 89 3.2 6.4 0.6 6.6 2.5 5.8
20061216 78 2.4 4.8 -0.2 5.6 3.0 5.0
20061217 31 -1.0 1.6 -3.9 6.5 5.5 5.5
20061218 41 -2.4 1.1 -5.4 1.0 0 6.5
20061219 51 0.8 5.0 -4.1 3.8 0 9.1
20061220 60 4.1 8.1 1.7 4.5 0 6.4
20061221 88 3.6 8.1 0.1 2.4 0 8.0
20061222 124 4.1 7.3 2.0 3.5 0.0 5.3
20061223 87 2.5 7.0 -0.8 0.8 0 7.8
20061224 73 2.4 7.3 -1.7 4.8 0 9.0
20061225 70 5.8 12.6 0.4 1.0 0 12.2
20061226 60 7.1 12.6 2.5 0.9 0 10.1
20061227 70 0.9 5.6 -4.3 3.5 0 9.9
20061228 35 -8.4 -4.3 -11.3 1.0 0 7.0
20061229 33 -8.1 -3.7 -12.3 0.0 0 8.6
20061230 55 -3.6 -0.1 -8.8 4.8 0 8.7
20061231 55 0.7 6.1 -4.4 1.9 0 10.5
20070101 52 3.3 6.0 0.0 8.6 0.2 6.0
20070102 62 3.1 4.5 1.5 7.0 0.5 3.0
20070103 56 5.3 9.3 1.6 4.8 0 7.7
20070104 55 4.8 11.8 0.8 0.4 0 11.0
20070105 57 4.5 9.0 1.0 6.6 0 8.0
20070106 57 -1.2 4.6 -4.8 6.6 9.0 9.4
20070107 69 -3.9 -0.8 -6.5 1.4 0 5.7
20070108 34 -3.0 0.2 -4.6 0.9 0 4.8
20070109 53 -1.7 2.5 -6.0 4.6 0 8.5
20070110 68 -0.4 2.9 -3.0 0.5 0 5.9
20070111 62 -1.6 1.5 -4.5 2.3 0 6.0
20070112 46 -3.0 -0.8 -5.8 1.5 0 5.0
20070113 33 -5.2 -2.2 -7.6 0.0 0 5.4
20070114 39 -2.7 2.5 -7.6 0.9 0 10.1
20070115 71 -0.2 4.0 -4.5 5.4 0 8.5
20070116 122 2.2 5.3 -0.6 6.6 0 5.9
20070117 124 2.3 4.5 -0.8 5.4 0 5.3
20070118 79 1.0 4.3 -1.1 0.4 0.0 5.4
20070119 63 0.2 4.4 -3.4 1.9 0 7.8
20070120 64 1.0 6.1 -2.7 2.8 0 8.8
20070121 68 1.8 7.1 -2.5 3.6 0 9.6
20070122 97 2.0 5.5 -1.1 3.6 0 6.6
20070123 128 1.9 6.0 -1.6 4.8 0 7.6
20070124 107 1.5 5.5 -1.8 0.9 0 7.3
20070125 87 1.0 4.6 -2.0 2.8 0 6.6
20070126 90 1.4 4.3 -0.2 9.1 0.1 4.5
20070127 92 0.7 3.5 -1.5 4.5 0 5.0
20070128 80 0.2 4.4 -3.0 0.8 0 7.4
20070129 85 1.0 4.9 -2.7 2.4 0 7.6
20070130 52 -0.4 2.7 -5.0 4.3 1.0 7.7
20070131 54 -3.7 -0.3 -6.5 1.6 0 6.2
20070201 67 -5.4 -1.5 -8.3 0.0 0 6.8
20070202 51 -5.0 -0.5 -8.6 0.1 0 8.1
20070203 72 0.3 6.4 -5.6 3.0 0 12.0
20070204 121 3.0 9.3 -2.2 0.3 0 11.5
20070205 133 4.5 8.1 0.3 7.1 0 7.8
20070206 141 8.0 13.3 5.5 3.9 0 7.8
20070207 146 7.1 13.8 1.2 0.5 0 12.6
20070208 110 5.6 6.5 4.5 9.4 1.0 2.0
20070209 120 4.6 6.1 3.9 8.4 0.0 2.2
20070210 110 3.5 6.0 0.4 4.4 0.0 5.6
20070211 57 1.3 5.8 -2.5 0.0 0 8.3
20070212 56 3.4 8.3 -0.8 1.5 0 9.1
20070213 65 3.7 7.4 1.2 9.3 11.5 6.2
20070214 84 -0.1 4.0 -3.2 5.8 0.1 7.2
20070215 65 0.0 4.4 -3.5 0.1 0 7.9
20070216 48 3.1 9.5 -3.2 2.5 0 12.7
20070217 43 6.2 10.1 3.5 6.9 0 6.6
20070218 52 5.6 12.1 0.6 2.6 0 11.5
20070219 82 4.4 10.3 1.7 1.0 0 8.6
20070220 77 5.6 12.0 0.4 0.3 0 11.6
20070221 141 5.2 8.5 2.2 4.8 0 6.3
20070222 132 7.6 13.1 2.5 6.8 0.0 10.6
20070223 56 2.9 7.4 -0.6 0.0 0.0 8.0
20070224 47 4.3 9.3 -1.7 4.5 0 11.0
20070225 34 7.3 11.5 4.5 6.4 0 7.0
20070226 39 8.3 14.0 3.7 0.0 0 10.3
20070227 76 7.7 12.5 3.9 1.0 0 8.6
20070228 38 8.1 14.8 2.7 0.9 0 12.1
20070301 61 10.2 15.3 3.9 7.0 0 11.4
20070302 33 8.3 12.0 6.5 10.0 22.0 5.5
20070303 65 10.4 12.0 8.6 7.9 0.2 3.4
20070304 24 10.9 14.1 5.5 9.0 34.0 8.6
20070305 69 -2.1 5.5 -5.3 8.6 2.0 10.8
20070306 127 -5.0 -1.6 -7.6 0.6 0.0 6.0
20070307 29 -2.8 1.2 -6.9 3.6 0.9 8.1
20070308 40 0.7 3.9 -3.5 3.6 1.0 7.4
20070309 86 4.9 9.3 0.6 4.3 0 8.7
20070310 44 2.3 6.5 -3.5 6.6 1.0 10.0
20070311 28 0.1 3.5 -3.7 2.0 0 7.2
20070312 38 3.1 7.5 -1.8 2.4 0 9.3
20070313 73 5.1 10.1 0.6 0.6 0 9.5
20070314 126 6.6 11.6 1.3 3.3 0 10.3
20070315 126 9.1 14.5 5.0 3.9 0 9.5
20070316 56 7.9 12.8 5.0 4.5 0 7.8
20070317 33 6.9 11.6 3.2 2.6 0 8.4
20070318 51 6.3 11.6 1.7 0.4 0 9.9
20070319 43 6.8 12.3 1.8 1.5 0 10.5
20070320 41 5.4 10.1 1.7 6.1 0 8.4
20070321 72 6.7 8.3 5.4 9.6 1.0 2.9
20070322 75 7.9 12.6 6.0 6.6 0 6.6
20070323 96 10.8 16.2 6.0 8.8 0.4 10.2
20070324 49 9.5 13.0 7.8 8.1 10.5 5.2
20070325 88 8.0 12.3 4.4 3.1 0 7.9
20070326 84 9.6 13.5 3.0 4.9 0.0 10.5
20070327 135 10.5 13.8 8.3 5.8 0.5 5.5
20070328 176 5.5 9.5 3.0 5.3 10.5 6.5
20070329 27 5.6 10.6 1.8 7.0 18.0 8.8
20070330 40 9.6 15.6 3.4 5.4 0.0 12.2
20070331 116 8.9 11.1 7.9 8.5 21.5 3.2
20070401 438 9.1 13.3 6.5 4.9 0 6.8
20070402 52 5.6 8.8 3.2 1.1 0 5.6
20070403 43 5.5 9.1 1.6 3.5 0.0 7.5
20070404 58 6.3 11.1 2.0 0.9 0 9.1
20070405 55 8.3 13.6 2.5 4.9 0 11.1
20070406 48 9.5 14.6 6.5 4.9 0 8.1
20070407 71 9.3 13.8 6.3 8.0 0.0 7.5
20070408 90 9.5 14.6 6.0 4.3 0 8.6
20070409 87 10.8 16.0 5.6 0.5 0 10.4
20070410 74 10.4 14.3 9.0 8.8 0.1 5.3
20070411 75 11.1 17.0 6.8 5.3 2.5 10.2
20070412 58 11.8 15.6 8.3 10.0 3.5 7.3
20070413 62 9.6 14.3 7.5 8.3 5.0 6.8
20070414 78 10.5 15.8 5.5 5.3 1.5 10.3
20070415 70 12.2 17.6 8.0 6.9 1.0 9.6
20070416 22 9.5 13.6 7.5 7.4 0.0 6.1
20070417 48 10.4 15.6 5.6 4.4 0 10.0
20070418 58 11.1 16.6 6.3 0.5 0 10.3
20070419 55 12.7 17.5 8.5 3.4 0 9.0
20070420 39 12.5 14.5 10.1 8.9 26.0 4.4
20070421 83 15.2 20.0 11.8 9.5 1.0 8.2
20070422 43 13.1 16.2 11.1 8.3 0.5 5.1
20070423 50 14.3 19.6 9.3 4.0 0 10.3
20070424 70 12.9 16.7 10.8 6.5 0 5.9
20070425 99 12.9 17.7 9.3 0.9 0 8.4
20070426 94 14.7 21.1 8.1 1.0 0 13.0
20070427 59 15.2 21.0 10.3 1.1 0 10.7
20070428 71 14.8 20.7 10.0 0.0 0 10.7
20070429 77 16.3 22.5 10.8 0.6 0 11.7
20070430 82 15.7 18.7 11.3 9.1 0.0 7.4
20070501 49 14.0 16.8 11.6 9.5 2.5 5.2
20070502 101 15.6 21.2 11.1 3.8 0 10.1
20070503 105 15.3 19.5 13.0 9.1 0.0 6.5
20070504 100 16.3 21.7 13.8 6.3 0 7.9
20070505 102 19.2 26.1 13.8 6.6 0 12.3
20070506 76 20.0 25.2 15.5 5.9 0 9.7
20070507 103 19.5 26.1 13.8 0.4 0 12.3
20070508 158 19.4 25.6 15.3 4.5 0 10.3
20070509 65 15.9 22.2 10.8 8.4 5.5 11.4
20070510 49 15.7 22.8 9.0 1.6 0 13.8
20070511 92 18.7 24.7 12.5 6.4 0 12.2
20070512 53 13.0 18.6 11.1 8.3 20.0 7.5
20070513 70 16.6 22.8 10.0 1.0 0 12.8
20070514 141 16.5 20.7 14.1 5.6 0.1 6.6
20070515 113 19.6 25.2 12.6 5.5 0 12.6
20070516 73 17.3 22.0 13.6 9.3 42.0 8.4
20070517 50 18.3 24.0 13.3 6.0 4.5 10.7
20070518 64 14.3 18.8 12.5 7.9 13.0 6.3
20070519 40 16.0 20.0 12.5 5.8 0.0 7.5
20070520 56 17.4 23.1 12.0 2.3 0 11.1
20070521 48 18.4 24.1 12.8 2.8 0 11.3
20070522 48 19.7 26.0 12.6 4.0 0 13.4
20070523 52 20.7 25.6 15.5 7.6 0.0 10.1
20070524 44 19.8 22.2 18.3 9.9 49.0 3.9
20070525 136 19.7 23.1 16.8 4.9 1.0 6.3
20070526 233 20.3 25.7 14.6 2.4 0 11.1
20070527 178 22.5 30.1 16.0 2.1 0 14.1
20070528 61 21.3 27.5 16.2 5.1 0 11.3
20070529 83 18.1 20.8 15.8 9.0 0.0 5.0
20070530 51 19.7 24.7 15.3 4.4 0 9.4
20070531 50 22.2 27.2 16.5 3.1 0 10.7
20070601 51 20.4 22.2 16.7 9.8 0 5.5
20070602 56 23.2 28.6 17.2 2.9 0 11.4
20070603 39 23.8 29.6 19.0 1.1 0 10.6
20070604 51 22.4 25.8 19.3 6.3 0 6.5
20070605 41 19.9 21.5 18.3 9.1 0 3.2
20070606 46 20.1 24.8 17.5 8.6 0.1 7.3
20070607 39 19.3 21.7 17.7 9.8 0.1 4.0
20070608 59 19.4 23.8 17.2 8.4 0.5 6.6
20070609 19 20.3 25.7 14.1 2.1 0 11.6
20070610 38 23.6 30.7 16.6 0.6 0 14.1
20070611 47 24.4 30.0 19.2 2.5 0 10.8
20070612 55 24.4 29.6 19.7 4.4 0 9.9
20070613 51 23.8 29.3 19.5 6.8 0.0 9.8
20070614 43 23.4 28.5 19.8 6.3 0.5 8.7
20070615 23 23.1 28.5 18.2 5.5 0 10.3
20070616 21 25.5 32.2 18.7 2.6 0 13.5
20070617 20 25.6 30.7 18.7 1.1 0 12.0
20070618 39 26.3 33.2 20.5 1.3 0 12.7
20070619 64 26.4 32.2 21.5 3.4 0 10.7
20070620 44 24.2 28.6 21.5 7.1 0.0 7.1
20070621 38 21.0 23.2 19.2 10.0 14.0 4.0
20070622 34 25.4 31.7 19.5 5.6 0.1 12.2
20070623 48 24.8 29.5 21.3 8.9 0.1 8.2
20070624 23 21.2 24.5 17.8 9.8 6.0 6.7
20070625 39 21.7 25.2 19.2 8.9 7.0 6.0
20070626 57 25.4 30.6 21.3 5.0 0 9.3
20070627 101 25.9 30.6 21.5 7.0 0.0 9.1
20070628 65 24.6 27.2 23.0 10.0 22.0 4.2
20070629 66 21.8 23.7 21.1 9.6 4.0 2.6
20070630 56 24.2 28.7 21.0 9.5 0.1 7.7
20070701 12 19.8 23.2 19.0 10.0 31.0 4.2
20070702 13 20.6 22.8 18.7 10.0 76.0 4.1
20070703 48 23.6 27.3 20.3 9.5 1.0 7.0
20070704 39 22.7 25.3 20.7 7.9 31.5 4.6
20070705 74 22.6 25.1 20.7 9.0 0.0 4.4
20070706 79 26.2 31.1 21.3 6.6 0 9.8
20070707 86 26.4 30.7 22.7 5.4 0.0 8.0
20070708 122 25.8 30.2 22.6 6.4 0 7.6
20070709 45 25.9 30.3 21.7 5.9 0.5 8.6
20070710 13 22.4 25.1 19.5 8.5 3.5 5.6
20070711 16 18.9 21.1 17.7 10.0 35.5 3.4
20070712 31 23.4 28.0 20.1 5.6 0.0 7.9
20070713 36 25.7 30.7 21.6 6.1 0 9.1
20070714 14 24.0 27.8 22.0 7.0 0.0 5.8
20070715 16 24.7 29.0 19.1 5.6 0.0 9.9
20070716 16 19.9 25.2 18.6 10.0 35.5 6.6
20070717 19 22.4 27.7 19.0 7.3 2.5 8.7
20070718 50 26.0 31.0 19.7 4.6 0 11.3
20070719 63 24.1 26.8 23.3 10.0 29.5 3.5
20070720 51 26.2 30.0 23.1 9.0 0.4 6.9
20070721 49 23.6 26.2 22.0 9.9 0.2 4.2
20070722 54 24.6 29.7 20.7 5.0 0 9.0
20070723 114 25.5 29.3 21.7 8.9 0 7.6
20070724 106 23.4 26.7 21.1 9.9 19.0 5.6
20070725 47 24.7 26.7 23.2 9.6 0.5 3.5
20070726 74 26.7 31.2 23.0 6.9 0 8.2
20070727 74 26.9 29.7 25.1 8.4 0 4.6
20070728 124 25.1 26.2 24.1 9.6 0 2.1
20070729 80 24.6 27.2 21.7 6.9 7.5 5.5
20070730 52 26.4 31.2 22.2 3.0 0 9.0
20070731 87 26.4 29.8 23.5 4.0 0 6.3
20070801 56 27.2 30.1 25.1 9.1 1.0 5.0
20070802 72 27.8 30.2 25.7 6.9 5.0 4.5
20070803 67 27.5 32.2 25.2 7.1 0.5 7.0
20070804 44 24.5 26.1 22.2 10.0 42.0 3.9
20070805 22 24.8 27.7 22.2 8.9 0.1 5.5
20070806 24 25.7 29.3 24.0 8.9 0.5 5.3
20070807 21 23.8 25.2 22.3 9.8 32.0 2.9
20070808 20 25.3 27.7 21.8 9.6 40.5 5.9
20070809 25 26.1 29.2 22.2 10.0 31.0 7.0
20070810 25 27.7 31.0 25.7 7.4 3.5 5.3
20070811 23 28.7 33.0 25.5 6.9 0.0 7.5
20070812 17 26.2 28.1 24.6 9.1 9.0 3.5
20070813 18 27.6 30.3 24.8 9.6 2.5 5.5
20070814 16 25.8 28.6 25.0 9.9 26.5 3.6
20070815 31 26.4 29.5 23.7 8.8 6.5 5.8
20070816 26 27.2 30.8 25.3 5.5 6.0 5.5
20070817 30 27.6 32.2 24.2 2.1 0 8.0
20070818 25 26.9 31.2 24.2 5.5 0 7.0
20070819 22 27.3 31.0 25.0 4.9 0 6.0
20070820 26 27.2 31.0 24.5 5.0 2.5 6.5
20070821 24 27.4 29.7 25.8 6.9 2.0 3.9
20070822 37 27.5 31.8 24.2 4.0 9.5 7.6
20070823 53 26.9 33.2 21.8 0.0 0 11.4
20070824 54 27.2 31.7 22.3 1.8 0 9.4
20070825 35 28.3 33.0 25.3 3.5 0 7.7
20070826 26 28.0 32.2 25.1 7.1 0 7.1
20070827 27 26.7 30.0 24.2 6.6 17.0 5.8
20070828 38 26.7 30.8 23.7 6.9 0 7.1
20070829 19 23.3 26.3 20.7 8.3 0.0 5.6
20070830 19 23.2 25.6 21.2 7.0 0 4.4
20070831 23 23.7 27.1 19.8 7.9 0 7.3
20070901 18 20.4 23.2 19.2 10.0 22.0 4.0
20070902 11 20.7 22.7 19.0 10.0 0.3 3.7
20070903 17 22.6 27.6 18.2 7.6 2.0 9.4
20070904 20 22.4 25.0 20.8 10.0 0.5 4.2
20070905 16 21.3 24.2 19.0 9.5 2.0 5.2
20070906 16 17.8 20.0 16.8 9.5 19.0 3.2
20070907 17 21.2 26.5 17.3 7.0 0 9.2
20070908 26 21.8 26.0 18.2 4.4 0 7.8
20070909 33 21.9 27.3 17.3 2.4 1.5 10.0
20070910 90 23.7 28.3 20.1 3.8 0 8.2
20070911 146 24.2 28.1 21.8 5.5 0 6.3
20070912 116 24.0 28.6 20.0 3.1 0 8.6
20070913 92 24.2 27.8 20.1 5.4 0 7.7
20070914 48 22.0 27.0 18.2 8.8 44.5 8.8
20070915 22 20.5 23.2 18.1 9.1 15.5 5.1
20070916 16 21.1 24.2 19.7 8.5 3.5 4.5
20070917 13 23.1 27.7 19.2 1.9 0 8.5
20070918 14 20.4 21.8 18.3 9.8 36.5 3.5
20070919 18 22.4 26.7 20.3 9.4 48.5 6.4
20070920 21 25.6 31.1 20.1 9.0 18.0 11.0
20070921 30 22.1 24.0 20.7 9.4 6.5 3.3
20070922 24 20.2 22.1 18.5 9.1 0.0 3.6
20070923 19 21.7 25.0 18.7 8.5 0.4 6.3
20070924 18 22.5 27.0 18.6 4.1 0.5 8.4
20070925 28 22.2 27.7 17.8 1.5 0 9.9
20070926 27 22.1 26.2 18.6 5.4 0 7.6
20070927 26 21.0 23.5 18.3 10.0 19.5 5.2
20070928 31 17.2 19.7 15.1 8.8 0.5 4.6
20070929 32 18.1 21.2 14.1 8.4 0.2 7.1
20070930 24 17.9 18.7 16.7 8.8 0.5 2.0
20071001 32 18.3 20.7 16.6 8.6 0.0 4.1
20071002 38 19.5 22.2 16.7 9.6 0 5.5
20071003 30 18.3 19.3 17.5 10.0 1.0 1.8
20071004 29 20.2 25.0 17.5 5.3 1.5 7.5
20071005 23 20.9 26.2 16.2 2.4 0 10.0
20071006 28 21.3 25.3 18.2 4.6 0 7.1
20071007 30 19.5 25.2 15.1 6.3 1.5 10.1
20071008 29 13.4 17.2 10.8 5.0 0 6.4
20071009 32 14.7 21.7 7.9 0.3 0 13.8
20071010 43 15.9 19.7 11.3 8.3 0.0 8.4
20071011 38 16.1 20.0 12.8 8.8 0.0 7.2
20071012 46 16.4 21.2 13.1 8.3 0 8.1
20071013 48 15.0 19.5 11.3 6.1 0 8.2
20071014 41 15.5 21.3 12.1 3.1 0 9.2
20071015 45 14.9 20.7 9.8 3.5 0 10.9
20071016 47 14.4 19.1 10.1 2.4 0 9.0
20071017 19 13.6 17.7 10.3 1.4 0 7.4
20071018 31 14.4 20.2 8.5 3.5 0 11.7
20071019 31 10.9 13.8 7.5 5.0 6.5 6.3
20071020 31 6.2 9.6 3.2 0.9 0 6.4
20071021 35 10.6 17.6 3.5 1.5 0 14.1
20071022 59 14.6 19.3 9.5 4.1 0 9.8
20071023 102 15.6 20.2 12.6 3.5 0 7.6
20071024 120 15.9 21.7 11.8 1.4 0 9.9
20071025 93 15.7 20.6 11.8 7.0 6.0 8.8
20071026 47 16.0 20.7 12.8 3.5 1.0 7.9
20071027 52 15.3 21.3 10.1 0.4 0 11.2
20071028 52 13.7 17.6 10.3 8.1 22.0 7.3
20071029 34 9.4 12.8 7.4 7.3 0 5.4
20071030 45 10.1 15.5 6.8 2.9 0 8.7
20071031 54 11.6 15.5 7.0 7.9 0.0 8.5
20071101 46 8.4 13.1 5.8 4.1 0 7.3
20071102 36 9.5 12.8 4.8 5.8 0 8.0
20071103 44 11.6 16.0 7.8 1.6 0 8.2
20071104 42 9.6 15.6 4.0 1.0 0 11.6
20071105 56 9.3 14.0 5.5 5.5 0 8.5
20071106 70 10.9 19.0 4.8 1.0 0 14.2
20071107 124 12.0 18.2 6.3 0.1 0 11.9
20071108 153 12.6 19.3 7.5 0.0 0 11.8
20071109 117 11.9 18.6 9.3 5.8 0.3 9.3
20071110 71 9.4 11.8 7.0 7.1 0 4.8
20071111 41 8.0 11.8 6.4 6.6 0 5.4
20071112 55 8.4 13.8 3.7 1.0 0 10.1
20071113 76 9.1 14.0 4.5 4.4 0 9.5
20071114 139 10.9 14.3 8.3 7.8 0 6.0
20071115 83 8.3 11.3 4.6 3.3 0.3 6.7
20071116 43 4.8 9.8 1.2 0.3 0 8.6
20071117 52 5.1 10.3 1.5 5.1 2.0 8.8
20071118 88 -1.8 3.0 -4.6 0.0 0 7.6
20071119 39 -0.3 3.9 -5.5 5.8 5.5 9.4
20071120 40 0.6 3.5 -2.0 1.3 0.3 5.5
20071121 29 1.4 5.4 -1.5 2.1 2.5 6.9
20071122 52 3.2 7.6 -2.7 4.0 0 10.3
20071123 58 7.0 9.8 4.4 9.5 15.0 5.4
20071124 114 6.7 10.0 4.0 1.8 0 6.0
20071125 102 6.1 12.0 1.7 1.3 0 10.3
20071126 80 5.2 8.3 0.6 5.5 0.5 7.7
20071127 37 1.7 5.5 -1.2 0.1 0 6.7
20071128 51 4.6 10.6 -1.8 0.1 0 12.4
20071129 42 6.1 13.6 2.0 1.4 0 11.6
20071130 41 1.9 6.0 -1.3 0.5 0 7.3
20071201 69 4.4 8.1 -0.8 5.5 0 8.9
20071202 86 4.2 6.4 0.4 7.5 0 6.0
20071203 43 0.8 6.0 -2.0 2.5 0.0 8.0
20071204 35 -2.8 2.4 -5.3 0.0 0 7.7
20071205 37 -2.1 1.7 -5.8 0.0 0 7.5
20071206 49 0.9 3.2 -2.0 9.4 0.5 5.2
20071207 48 1.6 3.7 0.2 5.0 2.5 3.5
20071208 51 0.5 3.0 -1.2 1.5 0 4.2
20071209 45 0.7 5.5 -3.4 1.8 0 8.9
20071210 53 2.0 5.0 -1.6 8.0 1.5 6.6
20071211 40 5.4 9.1 2.5 7.3 0.5 6.6
20071212 87 4.2 7.0 2.4 7.1 0 4.6
20071213 71 0.7 3.5 -2.5 1.6 0 6.0
20071214 38 -0.1 4.0 -4.0 2.3 0.7 8.0
20071215 46 1.2 4.6 -1.8 4.3 2.1 6.4
20071216 60 0.1 3.7 -3.5 2.0 0 7.2
20071217 49 2.3 5.9 -0.4 4.8 0 6.3
20071218 47 0.7 4.4 -1.2 4.1 0.1 5.6
20071219 59 1.0 5.0 -3.0 2.0 0 8.0
20071220 101 3.3 7.6 0.5 4.8 0.7 7.1
20071221 128 2.6 7.4 -0.8 3.1 0 8.2
20071222 62 5.4 10.6 1.5 2.9 0 9.1
20071223 74 3.0 7.4 -0.4 3.9 0 7.8
20071224 97 3.0 8.3 -1.7 0.9 0 10.0
20071225 88 5.0 10.1 0.3 5.9 0 9.8
20071226 58 7.8 13.8 3.5 0.4 0 10.3
20071227 66 6.4 9.1 3.2 7.6 0.4 5.9
20071228 68 5.1 6.8 3.0 9.1 2.0 3.8
20071229 280 -1.1 3.0 -4.8 4.3 1.7 7.8
20071230 98 -6.4 -4.8 -7.4 2.6 0.0 2.6
20071231 82 -5.4 -2.9 -7.0 1.9 0.0 4.1
20080101 37 -6.3 -3.2 -8.5 0.6 0 5.3
20080102 36 -3.4 0.8 -7.4 1.0 0 8.2
20080103 55 0.9 6.6 -3.0 3.6 0 9.6
20080104 84 -0.3 3.7 -4.0 3.3 0 7.7
20080105 66 1.6 6.1 -2.4 1.9 0 8.5
20080106 115 4.1 7.3 0.6 8.5 0 6.7
20080107 189 2.8 6.4 0.4 7.4 0 6.0
20080108 127 1.8 5.6 -1.8 8.6 0 7.4
20080109 69 0.9 3.7 -1.3 6.1 0 5.0
20080110 58 0.1 4.3 -3.5 4.3 0 7.8
20080111 45 0.6 2.0 -1.7 10.0 6.7 3.7
20080112 38 0.9 4.4 -4.5 7.3 0 8.9
20080113 53 -4.3 -1.1 -8.5 5.8 0 7.4
20080114 40 -2.7 1.5 -5.1 0.6 0 6.6
20080115 53 -4.2 -0.4 -7.1 3.3 0 6.7
20080116 40 -7.1 -3.0 -9.5 0.0 0 6.5
20080117 50 -7.2 -3.9 -11.1 6.5 0 7.2
20080118 57 -4.8 -0.7 -8.6 2.0 0 7.9
20080119 69 -2.2 1.5 -6.9 7.9 0 8.4
20080120 50 2.3 5.3 -1.6 8.9 0 6.9
20080121 15 1.3 3.8 -0.7 8.8 4.5 4.5
20080122 24 0.7 1.5 -0.3 9.9 6.5 1.8
20080123 40 -2.8 0.8 -8.3 1.8 0 9.1
20080124 64 -7.5 -3.7 -10.9 0.0 0 7.2
20080125 70 -5.9 -1.6 -9.7 2.8 0 8.1
20080126 65 -2.7 1.8 -7.0 1.0 0 8.8
20080127 52 -1.4 4.4 -5.8 0.9 0 10.2
20080128 55 -0.8 2.3 -3.2 8.1 0 5.5
20080129 70 -0.2 3.5 -2.9 4.4 0 6.4
20080130 50 -2.2 0.0 -5.0 3.6 0.0 5.0
20080131 45 -4.2 -0.5 -6.9 0.0 0 6.4
20080201 55 -3.3 1.6 -7.5 2.0 0 9.1
20080202 62 -1.1 3.1 -5.2 2.4 0 8.3
20080203 64 -0.7 2.5 -2.7 4.0 0 5.2
20080204 74 -2.7 1.2 -5.1 0.5 0 6.3
20080205 51 -3.4 0.7 -7.1 4.4 0 7.8
20080206 51 -3.2 1.3 -6.2 1.4 0 7.5
20080207 48 -3.9 0.8 -7.9 0.1 0 8.7
20080208 43 -2.7 1.5 -7.5 4.1 0.0 9.0
20080209 53 -1.9 0.7 -3.5 3.1 0.0 4.2
20080210 68 -1.3 3.4 -5.3 4.5 0 8.7
20080211 73 -0.9 4.0 -4.0 4.8 0 8.0
20080212 157 -6.9 -3.3 -9.7 0.8 0 6.4
20080213 56 -5.8 -1.1 -10.1 0.0 0 9.0
20080214 46 -2.1 2.7 -7.0 0.9 0 9.7
20080215 52 -3.5 0.2 -6.2 0.3 0 6.4
20080216 38 -3.4 1.2 -7.4 0.1 0 8.6
20080217 35 -2.3 2.2 -5.5 0.0 0 7.7
20080218 59 -1.5 4.0 -5.8 3.1 0 9.8
20080219 70 0.5 5.2 -5.1 0.6 0 10.3
20080220 103 2.7 7.6 -0.5 0.8 0 8.1
20080221 84 4.4 9.6 -1.2 2.4 0 10.8
20080222 108 5.9 10.5 1.2 6.6 1.0 9.3
20080223 46 -2.6 1.2 -4.5 0.6 0 5.7
20080224 26 -1.5 4.4 -7.2 0.5 0 11.6
20080225 42 -0.9 2.5 -3.1 7.8 6.6 5.6
20080226 47 -1.1 1.2 -2.5 4.4 7.4 3.7
20080227 49 1.1 6.1 -4.2 0.0 0 10.3
20080228 63 3.1 8.4 -2.3 2.4 0 10.7
20080229 91 4.6 9.8 1.7 4.5 0 8.1
20080301 49 3.0 7.8 -0.5 0.9 0 8.3
20080302 42 2.6 5.3 0.7 8.8 0.2 4.6
20080303 55 3.2 8.0 -0.1 3.8 0 8.1
20080304 48 1.8 3.9 0.5 4.0 4.0 3.4
20080305 73 2.8 8.0 -1.7 0.3 0 9.7
20080306 70 4.3 7.8 1.5 5.1 0.1 6.3
20080307 62 4.5 9.6 0.1 0.0 0 9.5
20080308 62 5.3 10.8 0.4 1.0 0 10.4
20080309 68 5.9 11.8 3.0 4.1 0 8.8
20080310 76 6.5 11.3 3.4 4.5 0 7.9
20080311 134 10.9 16.3 6.8 3.6 0 9.5
20080312 175 12.5 19.2 8.0 0.8 0 11.2
20080313 128 9.9 12.0 7.2 9.9 0.4 4.8
20080314 44 8.5 14.1 3.7 1.9 0.0 10.4
20080315 54 8.3 13.5 4.5 5.8 0.0 9.0
20080316 133 7.3 12.0 4.0 1.3 0.0 8.0
20080317 132 9.0 15.1 2.5 0.6 0 12.6
20080318 107 12.3 19.1 6.0 4.1 0 13.1
20080319 71 11.2 17.3 7.6 2.8 0 9.7
20080320 37 11.6 17.9 5.2 0.0 0 12.7
20080321 52 13.1 19.8 7.2 2.8 0 12.6
20080322 60 12.3 16.9 7.8 8.9 7.0 9.1
